folder,x_value,max_retau,max_retau_time,avg_retau
0_0.0001_amplitude,0.0001,231.62984,189.70176767682142,203.3239462893082
1_0.001_amplitude,0.001,230.62341,191.35786021682554,205.6427478725591
2_0.01_amplitude,0.01,229.37404,177.38900757534938,206.4672368879668
3_0.05_amplitude,0.05,233.98933,131.31396813612366,195.42728898522168
4_0.15_amplitude,0.15,244.80278,113.79166356506872,209.0462522727273
