folder,x_value,max_retau,max_retau_time,avg_retau
0_1_nCorrectors,1.0,231.64862,184.25515967084434,204.02529943231443
1_3_nCorrectors,3.0,225.88437,188.5799597870462,206.5586055567452
2_5_nCorrectors,5.0,225.63726,188.71626663559897,204.9537186648983
3_10_nCorrectors,10.0,225.64179,188.59862340513183,205.8037525646552
