folder,x_value,max_retau,max_retau_time,avg_retau
0_1_maxCo,1.0,285.91058,325.3730158808798,274.82676854262144
1_0.75_maxCo,0.75,272.12589,578.4932602355221,265.07401658378376
2_0.5_maxCo,0.5,255.56629,531.5407327852029,246.98367606954687
3_0.25_maxCo,0.25,231.02488,47.87929932944779,222.29217029838023
4_0.1_maxCo,0.1,230.69156,95.0273052787123,205.08133576470587
5_0.05_maxCo,0.05,225.63726,188.71626663559897,204.9537186648983
6_0.01_maxCo,0.01,239.33878,222.52036647772798,204.76753850987433
