folder,x_value,max_retau,max_retau_time,avg_retau
0_16_nx,16.0,218.01982,183.9549654183857,190.74178959595957
1_24_nx,24.0,220.83502,244.30755760079873,193.44017687074833
2_32_nx,32.0,234.15015,205.77454908899824,199.06944855993564
3_48_nx,48.0,225.63726,188.80285037972112,204.89183501996007
4_64_nx,64.0,229.18235,189.5281429309311,203.64652984776404
