folder,x_value,max_retau,max_retau_time,avg_retau
0_1_nOuterCorrectors,1.0,225.63797,188.4708891232596,204.0427862385321
1_5_nOuterCorrectors,5.0,,8.90429889053214,203.4079828091603
2_10_nOuterCorrectors,10.0,233.72936,229.02315958504073,203.4079828091603
